Year,Tm,Player,Age,Rounded Position,WS
2005,MIL,Kendall Gill,36,2,0.5
2005,ORL,Brandon Hunter,24,4,0.2
2005,MIL,Calvin Booth,28,5,0.4
2006,ORL,Tony Battie,29,4,3.8
2006,CHI,Tyson Chandler,23,5,5.4
2006,ATL,Marvin Williams,19,4,2.8
2006,MEM,Lorenzen Wright,30,4,3.7
2006,MIN,Eddie Griffin,23,5,1.5
2006,POR,Theo Ratliff,32,4,2
2006,MIN,Troy Hudson,29,1,0.7
2006,NOK,Aaron Williams,34,4,1.5
2006,CLE,Alan Henderson,33,4,1.3
2006,WAS,Jarvis Hayes,24,3,0.7
2006,LAL,Ronny Turiaf,23,4,0.4
2007,ATL,Marvin Williams,20,3,2.3
2007,NOK,Hilton Armstrong,22,5,1.2
2007,HOU,Kirk Snyder,23,3,1.4
2007,POR,Dan Dickau,28,1,0.4
2007,PHI,Ivan McFarlin,24,4,0.1
2008,LAC,Tim Thomas,30,4,1.7
2008,IND,Travis Diener,25,1,2.5
2009,NYK,Chris Duhon,26,1,4.2
2009,CLE,Ben Wallace,34,4,3.8
2009,MIL,Dan Gadzuric,30,5,1.8
2009,NJN,Chris Douglas-Roberts,22,2,0.6
2009,SAC,Shelden Williams,25,4,0.1
2010,SAS,Antonio McDyess,35,4,3.2
2010,ATL,Maurice Evans,31,2,3.1
2010,GSW,Chris Hunter,25,4,1.3
2010,NYK,Tracy McGrady,30,3,0.2
2010,MIL,Roko Ukic,25,1,0.2
2011,MIN,Darko Milicic,25,5,0.2
2011,NYK,Shawne Williams,24,4,2.5
2011,CHA,Matt Carroll,30,2,0.8
2013,HOU,Donatas Motiejunas,22,4,0.7
2013,HOU,Francisco Garcia,31,2,0.7
2014,CHA,Chris Douglas-Roberts,27,2,2.4
2014,NYK,Kenyon Martin,36,4,1.2
2014,DEN,Anthony Randolph,24,4,0.6
2014,DAL,Wayne Ellington,26,2,0.7
2014,IND,Rasual Butler,34,3,1.1
2014,LAL,Steve Nash,39,1,0.1
2015,MIN,Chase Budinger,26,3,1.3
2015,CLE,Dion Waiters,23,2,0.5
2015,POR,Joel Freeland,27,5,1.6
2016,NOP,Ish Smith,27,1,-0.2
2016,HOU,Terrence Jones,24,4,0
2016,DAL,John Jenkins,24,2,0
1978,PHO,Alvin Scott,22,3,4
1978,LAL,Charlie Scott,29,1,1.6
1978,BOS,Charlie Scott,29,1,0.8
1979,SAS,Mike Gale,28,1,3.6
1979,POR,T.R. Dunn,23,2,3.7
1979,CHI,Ollie Johnson,29,2,3.1
1979,LAL,Jim Price,29,1,1.8
1979,BOS,Marvin Barnes,26,3,1
1979,SEA,Joe Hassett,23,2,0.9
1980,CHI,Ollie Johnson,30,2,2.3
1980,MIL,Richard Washington,24,4,2
1980,SEA,Wally Walker,25,3,2
1980,SEA,James Bailey,22,4,1
1981,CHI,Bob Wilkerson,26,2,3.2
1981,NJN,Bob Elliott,25,3,1.6
1982,IND,George Johnson,25,3,0.6
1983,HOU,Caldwell Jones,32,4,2.5
1983,GSW,Lorenzo Romar,24,1,2.6
1983,BOS,Tiny Archibald,34,1,2.9
1983,NYK,Rory Sparrow,24,1,1.4
1983,IND,Russ Schoene,22,4,0.4
1984,UTA,Mark Eaton,27,5,3.7
1984,DAL,Bill Garnett,23,4,3.5
1984,WSB,Tom McMillen,31,4,2.4
1984,WSB,Darren Daye,23,3,1.3
1985,ATL,Tree Rollins,29,5,3.8
1985,MIL,Mike Dunleavy,30,1,1
1986,CHI,Kyle Macy,28,1,3.9
1986,LAC,Michael Cage,24,4,1.7
1987,MIL,Randy Breuer,26,5,2.4
1988,NYK,Kenny Walker,23,3,4.7
1988,CHI,John Paxson,27,1,4.2
1989,UTA,Darrell Griffith,30,2,3.9
1989,CHH,Mike Holton,27,1,1.3
1989,DAL,Terry Tyler,32,3,1.2
1989,DEN,Jerome Lane,22,3,0.1
1990,NJN,Charles Shackleford,23,4,1.5
1990,DEN,Todd Lichti,23,2,1.8
1990,BOS,Kevin Gamble,24,2,1.9
1990,CHH,Randolph Keys,23,2,0.5
1990,CHI,Jack Haley,26,5,0
1991,MIN,Sam Mitchell,27,3,5.1
1991,DAL,James Donaldson,33,5,4.3
1991,SAC,Travis Mays,22,1,2.1
1991,DEN,Kenny Battle,26,3,0.9
1991,DEN,Jim Farmer,26,2,0.1
1992,UTA,Mike Brown,28,4,3.7
1992,HOU,Avery Johnson,26,1,0.7
1992,CHH,Rex Chapman,24,1,0.2
1992,SAS,Trent Tucker,32,2,1.1
1993,SAC,Anthony Bonner,24,3,2.4
1993,CHH,J.R. Reid,24,4,0.4
1993,LAC,Randy Woods,22,1,0.1
1994,POR,Harvey Grant,28,3,3.9
1994,PHO,Mark West,33,4,2.4
1994,CHI,Corie Blount,25,4,1.2
1994,HOU,Richard Petruska,25,5,0
1995,CHI,Luc Longley,26,5,1.8
1995,UTA,Felton Spencer,27,5,2
1995,MIA,Keith Askins,27,3,1.9
1996,POR,Buck Williams,35,4,3.9
1996,HOU,Eldridge Recasner,28,1,2.6
1997,HOU,Matt Maloney,25,1,5.3
1997,LAL,Jerome Kersey,34,3,3.8
1998,LAC,Darrick Martin,26,1,1.9
1998,GSW,Muggsy Bogues,33,1,1.7
1998,NYK,Buck Williams,37,4,2.1
1999,MIL,Vinny Del Negro,32,1,1.6
1999,GSW,Adonal Foyle,23,5,1.1
1999,MIL,Tyrone Hill,30,4,1
1999,NJN,Eric Murdock,30,1,0.4
1999,NJN,Mark Hendrickson,24,3,0.9
1999,IND,Austin Croshere,23,4,0.3
2000,WAS,Juwan Howard,26,3,1.9
2000,NJN,Jamie Feick,25,5,4.8
2000,TOR,Kevin Willis,37,5,2.3
2000,GSW,Adonal Foyle,24,5,1.9
2001,POR,Stacey Augmon,32,2,2.5
2001,BOS,Milt Palacio,22,1,1.8
2001,ATL,Dion Glover,22,2,0.8
2002,ORL,Pat Garrity,25,4,5.1
2002,GSW,Chris Mills,32,3,1.9
2002,POR,Steve Kerr,36,1,1.8
2002,TOR,Jermaine Jackson,25,1,0.6
2003,CLE,Jumaine Jones,23,3,2.9
2003,NYK,Othella Harrington,29,4,3.8
2003,BOS,Shammond Williams,27,1,2.1
2003,DEN,James Posey,26,3,1
2004,SAS,Jason Hart,25,1,1.9
2004,MIA,Loren Woods,25,5,1.1
2004,TOR,Jerome Moiso,25,4,0.8
2005,NYK,Tim Thomas,27,4,2.2
2005,BOS,Marcus Banks,23,1,1.9
2005,HOU,Scott Padgett,28,4,2.8
2005,BOS,Delonte West,21,1,0.9
2006,PHI,Kyle Korver,24,2,4.6
2006,POR,Jarrett Jack,22,1,1.2
2006,IND,Scot Pollard,30,5,2.1
2006,TOR,Loren Woods,27,5,0.4
2007,PHI,Steven Hunter,25,5,2.8
2007,ATL,Shelden Williams,23,4,2.2
2007,ATL,Solomon Jones,22,4,1.6
2007,MIA,Chris Quinn,23,1,0.6
2007,GSW,Keith McLeod,27,1,0.6
2007,NYK,Kelvin Cato,32,5,0.1
2008,POR,Joel Przybilla,28,5,4.3
2008,LAL,Luke Walton,27,3,3.2
2008,MIL,Desmond Mason,30,3,1.5
2008,UTA,Ronnie Price,24,1,1.1
2008,PHO,Gordan Giricek,30,2,0.7
2008,MIN,Theo Ratliff,34,4,0.3
2009,SAC,Beno Udrih,26,1,1.2
2009,MIL,Luc Mbah a Moute,22,4,4
2009,UTA,Matt Harpring,32,3,1.2
2009,NYK,Larry Hughes,30,2,0.7
2009,IND,Maceo Baston,33,4,0.5
2009,GSW,Jermareo Davidson,24,4,0.1
2010,UTA,Wesley Matthews,23,2,4.6
2010,PHI,Jrue Holiday,19,2,1.2
2010,NJN,Yi Jianlian,22,5,1.3
2010,MIA,Carlos Arroyo,30,1,3.7
2010,LAL,Jordan Farmar,23,1,2.8
2010,NYK,Larry Hughes,31,2,0.4
2010,LAC,Steve Blake,29,1,0.9
2010,UTA,Eric Maynor,22,1,0.4
2010,CLE,Danny Green,22,3,0.2
2011,DEN,Al Harrington,30,4,2.1
2011,DET,Ben Wallace,36,4,1.9
2011,SAC,Darnell Jackson,25,4,0.7
2011,BOS,Delonte West,27,1,0.9
2012,CHI,Ronnie Brewer,26,3,3.9
2012,PHO,Grant Hill,39,3,1.6
2012,POR,Jonny Flynn,22,1,0.1
2012,HOU,Greg Smith,21,5,0.2
2013,BOS,Brandon Bass,27,4,4.7
2013,CHA,Byron Mullens,23,5,0.1
2013,HOU,Toney Douglas,26,1,1.5
2013,BRK,Mirza Teletovic,27,3,0.9
2013,DEN,Timofey Mozgov,26,5,0.7
2013,BOS,Terrence Williams,25,2,0.3
2013,ATL,Anthony Morrow,27,2,0.6
2013,ATL,Shelvin Mack,22,1,0.4
2014,MEM,Nick Calathes,24,2,1.5
2014,LAL,Xavier Henry,22,3,0.3
2015,GSW,Andre Iguodala,31,2,5.1
2015,MIL,Jared Dudley,29,3,4.1
2015,NYK,Langston Galloway,23,1,1.3
2015,UTA,Rodney Hood,22,3,2.2
2015,MEM,Nick Calathes,25,2,1.1
2015,SAC,Andre Miller,38,1,0.6
2016,SAC,Marco Belinelli,29,2,0.3
2016,GSW,Leandro Barbosa,33,2,0.3
2016,CLE,Joe Harris,24,3,0
1979,SAS,Mark Olberding,22,3,4.2
1979,MIL,Lloyd Walton,25,1,1.9
1979,NYK,Micheal Ray Richardson,23,2,0.3
1979,CLE,Kenny Higgs,24,1,2.2
1979,IND,Steve Green,25,3,0.4
1980,SAS,Mark Olberding,23,3,3.1
1980,UTA,Pete Maravich,32,2,-0.5
1980,DET,Kent Benson,25,4,0.3
1980,LAL,Butch Lee,23,1,0
1981,KCK,Joe Meriweather,27,4,2.6
1982,SDC,Phil Smith,29,1,0.5
1982,NYK,Alex Bradley,22,3,0.4
1982,PHI,Ollie Johnson,32,2,0.2
1983,POR,Wayne Cooper,26,4,2.9
1983,ATL,Rickey Brown,24,4,0.5
1984,NYK,Rory Sparrow,25,1,4.2
1984,NYK,Louis Orr,25,2,3.5
1984,GSW,Don Collins,25,2,0.9
1984,HOU,Major Jones,30,4,0.9
1985,NJN,Mike O'Koren,26,3,1.9
1985,UTA,Pace Mannion,24,2,0.2
1986,NYK,Louis Orr,27,2,3.7
1986,DEN,Mike Evans,30,1,1.1
1986,LAL,Mike McGee,26,2,1.9
1986,CLE,Eddie Johnson,30,1,0.2
1986,CLE,Ennis Whatley,23,1,0.1
1987,SAC,Joe Kleine,25,5,2.6
1987,UTA,Bob Hansen,26,2,2.6
1988,NJN,John Bagley,27,1,2.6
1988,DAL,James Donaldson,30,5,6.2
1988,PHO,James Edwards,32,5,0.8
1988,SAC,Terry Tyler,31,3,1.2
1988,LAL,Wes Matthews,28,1,0.8
1988,PHI,Chris Welp,24,5,0.3
1989,POR,Steve Johnson,31,4,1.7
1989,DET,John Salley,24,4,3.5
1989,DEN,Wayne Englestad,22,4,0
1990,BOS,Dennis Johnson,35,1,3.8
1990,SEA,Olden Polynice,25,5,2.5
1990,DAL,Bob McCann,25,3,0.1
1991,SAC,Rory Sparrow,32,1,2.8
1991,WSB,Darrell Walker,29,2,2.9
1991,ATL,Duane Ferrell,25,3,1.9
1991,CHI,Craig Hodges,30,1,1.7
1991,CHH,Steve Scheffler,23,4,0.6
1992,SAC,Duane Causwell,23,5,3.9
1992,DAL,Terry Davis,24,4,3.1
1992,MIN,Tellis Frank,26,4,0.3
1993,LAL,Doug Christie,22,2,0.1
1994,DEN,Tom Hammonds,26,4,2.2
1995,GSW,Donyell Marshall,21,4,0.4
1995,LAL,George Lynch,24,3,0.9
1995,HOU,Chucky Brown,26,3,2.1
1995,POR,Tracy Murray,23,3,0.5
1995,ATL,Ennis Whatley,32,1,0.7
1996,ATL,Andrew Lang,29,4,2.2
1996,PHO,Hot Rod Williams,33,4,2.8
1996,TOR,Zan Tabak,25,5,1.1
1996,POR,Gary Trent,21,4,1.7
1996,LAL,Derek Strong,27,4,1.9
1996,HOU,Tracy Moore,30,2,0.3
1997,ORL,Dennis Scott,28,3,3.8
1997,LAC,Terry Dehere,25,1,1.2
1998,CHI,Dennis Rodman,36,4,7.8
1998,DET,Lindsey Hunter,27,1,4
1998,TOR,Reggie Slater,27,3,1.5
1998,VAN,Sam Mack,27,3,1.1
1998,LAC,James Robinson,27,1,0.2
1999,MIN,Dennis Scott,30,3,1.3
1999,BOS,Popeye Jones,28,4,0.5
1999,ORL,B.J. Armstrong,31,1,0.3
2000,NYK,Larry Johnson,30,3,5.1
2000,GSW,Jason Caffey,26,4,1.6
2000,GSW,John Starks,34,1,0.5
2000,ATL,Dion Glover,21,2,0.3
2000,DEN,Popeye Jones,29,4,0.6
2001,PHI,George Lynch,30,3,6.5
2001,VAN,Michael Dickerson,25,2,1.8
2001,PHI,Tyrone Hill,32,4,5.5
2001,GSW,Adonal Foyle,25,5,0.7
2001,SAS,Sean Elliott,32,3,3
2001,SAC,Jon Barry,31,1,2.4
2002,LAC,Michael Olowokandi,26,5,1.6
2002,CHH,Bryce Drew,27,1,1.7
2002,HOU,Tierre Brown,22,1,0.1
2003,DET,Clifford Robinson,36,3,4.4
2003,IND,Al Harrington,22,4,3.9
2003,LAL,Robert Horry,32,3,4.8
2003,TOR,Jelani McCoy,25,4,1
2003,UTA,Scott Padgett,26,4,2.5
2003,SAC,Jim Jackson,32,3,2.5
2003,LAC,Tremaine Fowlkes,26,3,1.2
2003,MIA,Sean Lampley,23,3,0.9
2003,ATL,Nazr Mohammed,25,4,0.4
2003,DAL,Tariq Abdul-Wahad,28,3,0.4
2004,CHI,Scottie Pippen,38,3,0.3
2004,TOR,Jerome Williams,30,4,1
2004,CHI,Lonny Baxter,25,4,0.2
2004,HOU,Alton Ford,22,4,0.1
2005,CLE,Jeff McInnis,30,1,4.1
2005,DAL,Alan Henderson,32,4,3.1
2005,CHI,Eric Piatkowski,34,2,2.3
2005,POR,Richie Frahm,27,2,1
2006,UTA,Deron Williams,21,1,2.8
2006,NYK,Qyntel Woods,24,3,1.3
2006,CHA,Keith Bogans,25,2,1.2
2006,PHO,Tim Thomas,28,4,0.9
2006,POR,Charles Smith,30,2,0.3
2007,MEM,Rudy Gay,20,3,0.5
2007,DEN,Joe Smith,31,4,0.2
2008,NJN,Bostjan Nachbar,27,3,2.2
2008,SAS,Matt Bonner,27,4,2
2008,CHI,Larry Hughes,29,2,0.7
2008,CLE,Ben Wallace,33,4,1.2
2008,DET,Juan Dixon,29,1,0.3
2009,SAC,Bobby Jackson,35,1,1.2
2010,NOH,Peja Stojakovic,32,3,2.7
2010,LAL,Shannon Brown,24,2,3.4
2010,SAC,Jon Brockman,22,4,1.7
2010,SAC,Francisco Garcia,28,2,1
2010,ORL,Anthony Johnson,35,1,1
2010,HOU,Tracy McGrady,30,3,0
2011,SAS,Richard Jefferson,30,3,5.9
2011,DET,Ben Gordon,27,2,1.7
2011,ATL,Zaza Pachulia,26,5,3.1
2011,MIN,Martell Webster,24,3,1.8
2011,TOR,Reggie Evans,30,5,1.3
2011,CHA,Derrick Brown,23,3,0.8
2011,MEM,DeMarre Carroll,24,3,0.1
2012,UTA,C.J. Miles,24,2,1.5
2012,CHA,D.J. White,25,4,0.8
2012,TOR,Linas Kleiza,27,4,1.5
2012,GSW,Charles Jenkins,22,1,0.5
2012,CHA,Reggie Williams,25,2,0.3
2012,BOS,Chris Wilcox,29,4,1.3
2013,LAC,Caron Butler,32,3,3.6
2013,LAL,Earl Clark,25,4,2.3
2013,WAS,A.J. Price,26,1,2.2
2013,DAL,Dominique Jones,24,1,0
2014,DEN,Wilson Chandler,26,3,3.1
2014,HOU,Patrick Beverley,25,1,4.2
2014,BRK,Andrei Kirilenko,32,3,1.3
2014,NOP,Jason Smith,27,5,0.9
2014,MIL,Caron Butler,33,3,0.2
2014,NYK,Beno Udrih,31,1,0.7
2014,MIA,Greg Oden,26,5,0.5
2014,SAC,Jared Cunningham,22,2,0.2
2015,ORL,Evan Fournier,22,2,2.1
2015,SAS,Marco Belinelli,28,2,2.9
2015,DAL,Rajon Rondo,28,1,0.6
2015,MIL,Kendall Marshall,23,1,0.8
2015,DAL,Raymond Felton,30,1,0.2
2016,LAC,Josh Smith,30,4,0
1978,PHO,Don Buse,27,1,6
1978,HOU,Dwight Jones,25,4,3.1
1978,NYK,Jim McMillian,29,2,3.4
1978,IND,Len Elmore,25,4,2.1
1978,SEA,Wally Walker,23,3,1.9
1979,GSW,Clifford Ray,30,4,3.8
1979,GSW,Wayne Cooper,22,4,1.2
1979,WSB,Dave Corzine,22,5,1.1
1979,HOU,Jacky Dorsey,24,3,0.2
1980,CHI,Ricky Sobers,27,1,2.4
1980,UTA,Ron Boone,33,1,1.2
1980,LAL,Michael Cooper,23,1,4
1980,POR,T.R. Dunn,24,2,3.3
1981,MIL,Brian Winters,28,1,3.5
1981,KCK,Leon Douglas,26,4,3.2
1981,LAL,Mark Landsberger,25,4,2.2
1981,CLE,Dave Robisch,31,4,0.6
1982,PHI,Lionel Hollins,28,1,3.4
1982,PHO,Rich Kelley,28,4,2.5
1982,CLE,Bob Wilkerson,27,2,0.7
1982,CLE,Scott Wedman,29,3,1.6
1982,BOS,Terry Duerod,25,1,0.2
1983,DAL,Kurt Nimphius,24,4,2.9
1984,MIL,Alton Lister,25,5,4
1984,CHI,Ronnie Lester,25,1,0.7
1985,LAC,Michael Cage,23,4,3.2
1985,POR,Steve Colter,22,1,2.3
1985,LAL,Mitch Kupchak,30,4,1.4
1986,BOS,Scott Wedman,33,3,2.7
1986,SAC,Carl Henry,25,2,0.2
1986,WSB,Freeman Williams,29,2,-0.1
1987,WSB,Darwin Cook,28,1,1.2
1987,DEN,Mark Alarie,23,3,1.5
1987,LAC,Earl Cureton,29,4,1.2
1988,CLE,Craig Ehlo,26,2,3.1
1988,PHI,Gerald Henderson,32,1,2.2
1989,IND,Scott Skiles,24,1,1.3
1989,LAL,Tony Campbell,26,3,1.1
1989,NYK,Pete Myers,25,1,0.5
1990,SAS,Sean Elliott,21,3,4.6
1990,CHI,Craig Hodges,29,1,2.6
1990,NYK,Kiki Vandeweghe,31,3,0.8
1991,UTA,Thurl Bailey,29,4,3.7
1991,SEA,Dave Corzine,34,5,0.4
1992,MIA,Steve Smith,22,2,1.5
1992,WSB,A.J. English,24,1,0.9
1992,PHO,Mark West,31,4,3.9
1992,ORL,Sean Higgins,23,3,0.4
1993,DEN,Marcus Liberty,24,3,2.2
1993,CHH,Kenny Gattison,28,4,3.2
1993,SAC,Rod Higgins,33,2,2.5
1993,SAS,Sidney Green,32,4,0.4
1993,NJN,Dwayne Schintzius,24,5,0.1
1994,HOU,Vernon Maxwell,28,1,3.5
1994,LAC,Henry James,28,3,0.1
1995,MIA,Bimbo Coles,26,1,2.8
1995,BOS,Derek Strong,26,4,2.4
1995,UTA,Tom Chambers,35,4,2.5
1995,DET,Mark Macon,25,1,0.5
1995,IND,Duane Ferrell,29,3,1.2
1996,HOU,Kenny Smith,30,1,2.9
1996,WSB,Ledell Eackles,29,2,2.4
1996,HOU,Pete Chilcutt,27,4,1.4
1997,LAC,Lorenzen Wright,21,4,3.2
1997,GSW,Andrew DeClercq,23,4,1.6
1997,SEA,Eric Snow,23,1,1.9
1997,DEN,Kenny Smith,31,1,0.5
1997,TOR,Zan Tabak,26,5,0.1
1997,POR,Aleksandar Djordjevic,29,1,0.1
1998,LAL,Rick Fox,28,3,5.3
1998,DAL,Hubert Davis,27,2,3.4
1998,CHH,Bobby Phills,28,2,3.2
1998,UTA,Greg Ostertag,24,5,2.2
1998,PHI,Eric Snow,24,1,1.5
1998,PHI,Benoit Benjamin,33,5,0.4
1998,SEA,James Cotton,22,3,-0.1
1999,SEA,Vin Baker,27,4,0.4
1999,DET,Don Reid,25,4,2.7
1999,DAL,A.C. Green,35,4,1.4
1999,SAS,Jaren Jackson,31,2,2.1
2000,TOR,Muggsy Bogues,35,1,3.7
2000,DET,John Crotty,30,1,1.9
2000,LAC,Eric Murdock,31,1,0.1
2000,CHI,John Starks,34,1,0.1
2001,DEN,James Posey,24,3,3.8
2001,IND,Jeff Foster,24,5,2.7
2001,LAL,Ron Harper,37,2,1.8
2001,LAC,Cherokee Parks,28,4,1.6
2001,MIN,Dean Garrett,34,4,1.9
2002,GSW,Adonal Foyle,26,5,1.2
2002,CHI,Eddie Robinson,25,3,0.2
2003,SEA,Predrag Drobnjak,27,5,2.4
2003,DEN,Donnell Harvey,22,3,2
2003,LAC,Quentin Richardson,22,3,1
2003,GSW,Mike Dunleavy,22,3,1.5
2003,SAS,Kevin Willis,40,5,1.6
2003,DEN,Shammond Williams,27,1,1
2003,SAC,Gerald Wallace,20,3,0.9
2003,LAC,Chris Wilcox,20,4,0.6
2003,PHI,Monty Williams,31,3,0.5
2004,ATL,Dion Glover,25,3,1.2
2004,MEM,Jake Tsakalidis,24,5,1.2
2004,MIN,Troy Hudson,27,1,0.6
2005,BOS,Mark Blount,29,4,2.8
2005,POR,Nick Van Exel,33,1,1.6
2005,TOR,Milt Palacio,26,1,1.7
2005,DEN,Eduardo Najera,28,4,1.2
2005,NYK,Allan Houston,33,2,0.7
2005,NJN,Zoran Planinic,22,2,0.8
2006,GSW,Mike Dunleavy,25,3,4.2
2006,HOU,Juwan Howard,32,4,3.7
2006,POR,Darius Miles,24,3,-1
2006,ATL,Salim Stoudamire,23,1,1.2
2006,NJN,Scott Padgett,29,4,1.8
2006,DET,Carlos Arroyo,26,1,1
2006,HOU,Derek Anderson,31,2,1
2007,LAC,Cuttino Mobley,31,2,4.6
2007,TOR,Luke Jackson,25,2,0.2
2007,ATL,Esteban Batista,23,5,0.2
2008,CLE,Drew Gooden,26,4,2
2008,LAC,Dan Dickau,29,1,1.5
2008,LAC,Andre Barrett,25,1,0
2009,MIN,Ryan Gomes,26,3,2.5
2009,NOH,Peja Stojakovic,31,3,3.8
2009,POR,Sergio Rodriguez,22,1,1.7
2009,OKC,Thabo Sefolosha,24,3,1.2
2009,CLE,J.J. Hickson,20,4,1.5
2009,TOR,Will Solomon,30,1,0.4
2009,PHO,Boris Diaw,26,3,0.7
2009,MIL,Keith Bogans,28,3,1
2009,IND,Josh McRoberts,21,4,0.4
2009,NYK,Jerome James,33,5,0
2010,POR,Martell Webster,23,3,4.4
2010,TOR,DeMar DeRozan,20,3,2.3
2010,CHA,Tyson Chandler,27,5,2.9
2011,MEM,Sam Young,25,3,2.9
2011,OKC,Nenad Krstic,27,5,2
2012,CHI,Jimmy Butler,22,3,1.1
2012,NJN,Armon Johnson,22,1,0.1
2013,LAL,Metta World Peace,33,3,4.6
2013,ORL,Maurice Harkless,19,3,2.4
2013,DET,Tayshaun Prince,32,3,1.7
2013,PHI,Damien Wilkins,33,2,1.9
2014,MIL,Khris Middleton,22,3,2.7
2014,MEM,Mike Miller,33,3,3.9
2014,BOS,Jerryd Bayless,25,1,1.4
2014,WAS,Kevin Seraphin,24,4,0.8
2014,ORL,Dewayne Dedmon,24,5,0.5
2015,PHO,P.J. Tucker,29,3,4.9
2015,SAC,Ray McCallum,23,1,1.4
2015,WAS,Kevin Seraphin,25,5,1.7
2015,NYK,Lou Amundson,32,4,0.4
2016,MIL,Miles Plumlee,27,5,0
1978,WSB,Tom Henderson,26,1,3.1
1978,PHI,Joe Bryant,23,3,2.2
1978,LAL,Dave Robisch,28,4,1.2
1979,PHI,Maurice Cheeks,22,1,4.9
1979,CHI,Mark Landsberger,23,4,2.2
1979,ATL,Tom McMillen,26,4,2.9
1979,PHO,Mike Bratz,23,1,1.7
1979,PHO,Gar Heard,30,3,2.6
1979,LAL,Kenny Carr,23,3,1.1
1979,IND,Brad Davis,23,1,0.5
1980,WSB,Lawrence Boston,23,4,0.2
1980,NJN,Ralph Simpson,30,2,-0.1
1981,NJN,Mike O'Koren,22,3,3.8
1981,WSB,Wes Matthews,21,1,1
1982,DAL,Allan Bristow,30,2,2.5
1982,IND,Mike Bantom,30,3,1
1982,GSW,Sonny Parker,26,2,1.6
1982,ATL,Wes Matthews,22,1,1.3
1983,CLE,Geoff Huston,25,1,3.4
1983,MIL,Dave Cowens,34,4,2.6
1983,CHI,Dudley Bradley,25,2,1.1
1983,MIL,Armond Hill,29,1,0.5
1984,IND,Steve Stipanovich,23,4,3.6
1984,CLE,Lonnie Shelton,28,3,2.1
1984,SAS,Fred Roberts,23,4,3
1985,GSW,Jerome Whitehead,28,4,3.6
1985,NYK,Trent Tucker,25,2,3.3
1985,CLE,Ben Poquette,29,4,3.5
1985,DET,Kent Benson,30,4,3.3
1985,SAS,John Paxson,24,1,2.3
1986,PHO,Jay Humphries,23,1,4.8
1986,DET,Tony Campbell,23,3,1.4
1986,NYK,James Bailey,28,4,1.9
1986,HOU,Mitchell Wiggins,26,2,2
1986,PHI,Terry Catledge,22,4,1.7
1987,LAC,Benoit Benjamin,22,5,1.1
1987,CHI,Gene Banks,27,3,3.6
1987,LAL,Kurt Rambis,28,4,3.9
1987,PHI,Steve Colter,24,1,1.5
1987,LAL,Mychal Thompson,32,4,1
1988,BOS,Fred Roberts,27,3,1.9
1988,SAS,Jon Sundvold,26,1,1
1988,HOU,Ralph Sampson,27,5,0.7
1989,MIA,Kevin Edwards,23,1,-0.2
1989,CHH,Rex Chapman,21,1,-0.2
1989,WSB,Terry Catledge,25,4,3.3
1989,MIA,Jon Sundvold,27,1,1
1989,NYK,Sidney Green,28,4,2
1989,MIL,Jeff Grayer,23,2,0.2
1990,SAC,Vinny Del Negro,23,1,2.2
1990,ATL,John Battle,27,1,1.7
1990,LAC,Reggie Williams,25,2,0.1
1991,NJN,Chris Dudley,25,5,2.2
1991,MIN,Doug West,23,2,1.2
1992,DEN,Greg Anderson,27,5,3
1992,DET,Bill Laimbeer,34,4,4.9
1992,DAL,Rodney McCray,30,3,2.5
1992,DAL,Herb Williams,33,4,0.8
1992,CLE,John Battle,29,1,2
1992,DEN,Mahmoud Abdul-Rauf,22,1,0.6
1992,HOU,Matt Bullard,24,4,2.4
1992,ATL,Maurice Cheeks,35,1,2.1
1992,HOU,Dave Jamerson,24,2,0.2
1992,BOS,Kevin Pritchard,24,1,0.2
1992,MIA,Sherman Douglas,25,1,0.1
1993,NYK,Charles Oakley,29,4,7.3
1993,SAS,J.R. Reid,24,4,3
1993,DET,Mark Randall,25,4,0.4
1994,MIL,Ken Norman,29,3,1.9
1994,CLE,Chris Mills,24,3,4
1994,NYK,Anthony Bonner,25,3,4.1
1994,MIN,Luc Longley,25,5,0.9
1994,PHO,Malcolm Mackey,23,5,0.1
1994,ORL,Lorenzo Williams,24,3,0
1995,LAC,Pooh Richardson,28,1,2.1
1995,NYK,Derek Harper,33,1,6.4
1995,MIN,Sean Rooks,25,4,3
1995,PHI,Scott Williams,26,4,3.1
1995,ATL,Greg Anderson,30,5,1.5
1995,MIL,Jon Barry,25,1,1.1
1995,SAC,Henry Turner,28,3,0.1
1996,NJN,P.J. Brown,26,4,5.3
1996,PHO,Wesley Person,24,2,4
1996,NYK,J.R. Reid,27,4,1.8
1997,DAL,A.C. Green,33,4,4
1997,VAN,Roy Rogers,23,4,1.4
1997,BOS,Dino Radja,29,4,-0.2
1997,DEN,Anthony Goldwire,25,1,0.8
1997,MIA,Willie Anderson,30,2,0.9
1997,SEA,Greg Graham,26,1,0.3
1997,DET,Jerome Williams,23,4,0.2
1998,VAN,Pete Chilcutt,29,4,2
1998,SEA,Jerome Kersey,35,3,1.2
1999,SAS,Sean Elliott,30,3,3.5
1999,CHI,Randy Brown,30,1,1
1999,SAC,Vernon Maxwell,33,1,1.6
1999,NJN,Scott Burrell,28,3,1.4
1999,DAL,Samaki Walker,22,4,0.6
1999,MIL,Chris Gatling,31,4,0.5
1999,CLE,Mitchell Butler,28,2,0.5
1999,DET,Corey Beck,27,2,0.1
